Title,Types,Price,Bedrooms,Bathrooms,Areas,Location,Release Date,Url,Per-Sqft
"Warisan Puteri, Sikamat, Seremban",Houses,600000,5,5,2800,Seremban,"Jan 28, 23:05",https://www.mudah.my/Warisan+Puteri+Sikamat+Seremban-88401947.htm,214.28571428571428
"3 storey semi-D for SALE. Villa 28, Rasah Kemayan",Houses,1050000,5,5,4200,Seremban,"Jan 28, 23:04",https://www.mudah.my/3+storey+semi+D+for+SALE+Villa+28+Rasah+Kemayan-86101713.htm,250.0
WELL MAINTAIN 1.5 Storey Terrace TAMAN RASAH JAYA FASA 1 Seremban,Houses,300000,4,2,1650,Seremban,"Jan 28, 22:55",https://www.mudah.my/WELL+MAINTAIN+1+5+Storey+Terrace+TAMAN+RASAH+JAYA+FASA+1+Seremban-88344592.htm,181.8181818181818
Double storey terrace taman oakland seremban 2,Houses,350000,4,3,2000,Seremban,"Jan 28, 22:50",https://www.mudah.my/Double+storey+terrace+taman+oakland+seremban+2-88401724.htm,175.0
Double storey terrace,Houses,350000,4,3,1540,Senawang,"Jan 28, 22:35",https://www.mudah.my/Double+storey+terrace-88171598.htm,227.27272727272728
MURAH HOT AREA Single Storey Taman Bukit Sendayan Seremban,Houses,195000,3,2,1300,Seremban,"Jan 28, 22:09",https://www.mudah.my/MURAH+HOT+AREA+Single+Storey+Taman+Bukit+Sendayan+Seremban-88401341.htm,150.0
Double Storey House Taman Dusun Setia In Seremban,Houses,158000,3,2,840,Seremban,"Jan 28, 21:06",https://www.mudah.my/Double+Storey+House+Taman+Dusun+Setia+In+Seremban-88400217.htm,188.0952380952381
TAMPIN Taman Desa Permai Rempah SINGLE STOREY,Houses,350000,3,2,7000,Tampin,"Jan 28, 21:06",https://www.mudah.my/TAMPIN+Taman+Desa+Permai+Rempah+SINGLE+STOREY-88400216.htm,50.0
PARTLY FURNISH Single Storey Taman Intan Duyung (BATU 4) PORT DICKSON,Houses,190000,3,2,1400,Port Dickson,"Jan 28, 20:20",https://www.mudah.my/PARTLY+FURNISH+Single+Storey+Taman+Intan+Duyung+BATU+4+PORT+DICKSON-86789337.htm,135.71428571428572
[1650 sqft] Endlot Double Storey Taman Cempaka Senawang,Houses,355000,4,3,1650,Seremban,"Jan 28, 19:47",https://www.mudah.my/+1650+sqft+Endlot+Double+Storey+Taman+Cempaka+Senawang-81356815.htm,215.15151515151516
FREEHOLD | CORNER LOT 2 Storey Bungalow Jentayu Bdr baru Enstek,Houses,1200000,5,4,8500,Labu,"Jan 28, 19:45",https://www.mudah.my/FREEHOLD+CORNER+LOT+2+Storey+Bungalow+Jentayu+Bdr+baru+Enstek-88398880.htm,141.1764705882353
[OFFER] Semi-D 2 Tingkat Impiana Residence Bandar Baru Nilai,Houses,630000,4,3,2300,Nilai,"Jan 28, 19:00",https://www.mudah.my/+OFFER+Semi+D+2+Tingkat+Impiana+Residence+Bandar+Baru+Nilai-84647690.htm,273.9130434782609
FREEHOLD | CORNER LOT 2 Storey Terrace Suriaman 2 Bandar Sri Sendayan,Houses,940000,4,4,3364,Seremban,"Jan 28, 18:10",https://www.mudah.my/FREEHOLD+CORNER+LOT+2+Storey+Terrace+Suriaman+2+Bandar+Sri+Sendayan-88397365.htm,279.4292508917955
RENOVATED Setingkat Taman Bandar Ekar Rantau,Houses,225000,3,2,1300,Rantau,"Jan 28, 17:45",https://www.mudah.my/RENOVATED+Setingkat+Taman+Bandar+Ekar+Rantau-88396550.htm,173.07692307692307
3167SQFT FREEHOLD Teres 1 Tingkat Nusari Bayu 1 Sendayan Seremban,Houses,330000,3,2,3167,Seremban,"Jan 28, 17:35",https://www.mudah.my/3167SQFT+FREEHOLD+Teres+1+Tingkat+Nusari+Bayu+1+Sendayan+Seremban-88025740.htm,104.19955794126933
NON BUMI OPEN FACING 2 Storey Terrace House Seremban 3 Negeri Sembila,Houses,390000,4,3,1650,Seremban,"Jan 28, 17:35",https://www.mudah.my/NON+BUMI+OPEN+FACING+2+Storey+Terrace+House+Seremban+3+Negeri+Sembila-88024984.htm,236.36363636363637
FREEHOLD NON BUMI 1 Storey Terrace House Taman Kelab Tuanku Mambau,Houses,140000,2,1,1076,Seremban,"Jan 28, 17:35",https://www.mudah.my/FREEHOLD+NON+BUMI+1+Storey+Terrace+House+Taman+Kelab+Tuanku+Mambau-87097981.htm,130.11152416356876
BELOW MARKET 2 Storey Bungalow Bdr Enstek FREEHOLD OPEN RENOVATED,Houses,950000,4,3,4813,Nilai,"Jan 28, 17:30",https://www.mudah.my/BELOW+MARKET+2+Storey+Bungalow+Bdr+Enstek+FREEHOLD+OPEN+RENOVATED-88396150.htm,197.3820901724496
"Facing Open, Fully Reno, Below Market Price, Taman Nusa Intan",Houses,390000,3,2,1012,Senawang,"Jan 28, 17:23",https://www.mudah.my/Facing+Open+Fully+Reno+Below+Market+Price+Taman+Nusa+Intan-88396361.htm,385.37549407114625
DOUBLE STOREY TERRACE HOUSE Hijayu 1B (Bentonix),Houses,440000,4,4,3685,Seremban,"Jan 28, 17:21",https://www.mudah.my/DOUBLE+STOREY+TERRACE+HOUSE+Hijayu+1B+Bentonix+-88396281.htm,119.40298507462687
[Hill Top City View] SEMI-D sqft 22x75 Double Storey Seremban 2,Houses,496888,4,4,2586,Seremban,"Jan 28, 17:05",https://www.mudah.my/+Hill+Top+City+View+SEMI+D+sqft+22x75+Double+Storey+Seremban+2-88395674.htm,192.14539829853055
"Renovated Double Storey Terrace Laman Orkid, Nilai Impian, Nilai",Houses,490000,4,3,1950,Nilai,"Jan 28, 16:45",https://www.mudah.my/Renovated+Double+Storey+Terrace+Laman+Orkid+Nilai+Impian+Nilai-88395223.htm,251.28205128205127
"Double storey Seremban,gated guarded, batu merah (Left 2units)",Houses,349500,4,3,2100,Nilai,"Jan 28, 16:40",https://www.mudah.my/Double+storey+Seremban+gated+guarded+batu+merah+Left+2units+-88356829.htm,166.42857142857142
Rumah Mampu Milik 20x75 double storey 4R 3B Bandar Ainsdale,Houses,400000,4,3,2150,Seremban,"Jan 28, 16:10",https://www.mudah.my/Rumah+Mampu+Milik+20x75+double+storey+4R+3B+Bandar+Ainsdale-88394432.htm,186.04651162790697
New Duoble Storey Semi D Conner Unit Tmn Rasida Utama Senawang,Houses,750000,5,6,5400,Senawang,"Jan 28, 16:05",https://www.mudah.my/New+Duoble+Storey+Semi+D+Conner+Unit+Tmn+Rasida+Utama+Senawang-88220599.htm,138.88888888888889
ENDLOT BALCONY LUAS Double Storey Nada Alam Nilai Negeri Sembilan,Houses,520000,4,4,2400,Nilai,"Jan 28, 15:45",https://www.mudah.my/ENDLOT+BALCONY+LUAS+Double+Storey+Nada+Alam+Nilai+Negeri+Sembilan-85406557.htm,216.66666666666666
7000sqf Blossom Height Seremban ( Guarded) Bungalow Double,Houses,920000,4,3,7000,Seremban,"Jan 28, 15:43",https://www.mudah.my/7000sqf+Blossom+Height+Seremban+Guarded+Bungalow+Double-88394103.htm,131.42857142857142
NICE Single Storey Terrace House Taman D Ambang Kota,Houses,168000,3,3,1000,Port Dickson,"Jan 28, 15:30",https://www.mudah.my/NICE+Single+Storey+Terrace+House+Taman+D+Ambang+Kota-88393417.htm,168.0
S2 taman bukit kepayang property for sale,Houses,596000,5,4,2776,Seremban,"Jan 28, 15:25",https://www.mudah.my/S2+taman+bukit+kepayang+property+for+sale-85684654.htm,214.69740634005763
House for sale,Houses,420000,4,2,3196,Gemencheh,"Jan 28, 15:25",https://www.mudah.my/House+for+sale-88311967.htm,131.4142678347935
Port Dickson Dataran Segar Single Storey House for Sale,Houses,295000,3,2,1160,Port Dickson,"Jan 28, 14:59",https://www.mudah.my/Port+Dickson+Dataran+Segar+Single+Storey+House+for+Sale-85752922.htm,254.31034482758622
Port Dickson Dataran Segar Double Storey Semi-D House for Sale,Houses,795000,4,4,3729,Port Dickson,"Jan 28, 14:58",https://www.mudah.my/Port+Dickson+Dataran+Segar+Double+Storey+Semi+D+House+for+Sale-81927461.htm,213.19388576025744
Double Storey. Bdr Springhill,Houses,220000,4,3,1136,Port Dickson,"Jan 28, 14:45",https://www.mudah.my/Double+Storey+Bdr+Springhill-88392549.htm,193.66197183098592
2 and half storey semi Detached in Seremban,Houses,1281000,5,5,4004,Seremban,"Jan 28, 14:45",https://www.mudah.my/2+and+half+storey+semi+Detached+in+Seremban-88116501.htm,319.9300699300699
"RENOVATED + NICE UNIT Double Storey Laman Orkid, Nilai Impian",Houses,490000,4,3,1950,Nilai,"Jan 28, 14:30",https://www.mudah.my/RENOVATED+NICE+UNIT+Double+Storey+Laman+Orkid+Nilai+Impian-88392209.htm,251.28205128205127
Rumah Teres 2tingkat di Tmn sri pulai 3 Seremban,Houses,420000,4,3,1680,Seremban,"Jan 28, 14:27",https://www.mudah.my/Rumah+Teres+2tingkat+di+Tmn+sri+pulai+3+Seremban-88392431.htm,250.0
FREEHOLD | CORNER LOT 2 Storey Terrace Laman Azalea Nilai Impian R4B4,Houses,850000,4,4,3552,Nilai,"Jan 28, 14:23",https://www.mudah.my/FREEHOLD+CORNER+LOT+2+Storey+Terrace+Laman+Azalea+Nilai+Impian+R4B4-88392356.htm,239.30180180180182
Rumah Mampu Milik di Taman Desa Cempaka,Houses,300000,3,2,1600,Nilai,"Jan 28, 13:55",https://www.mudah.my/Rumah+Mampu+Milik+di+Taman+Desa+Cempaka-88391535.htm,187.5
Endlot Extra Land D'Mayang Sari Bandar Baru Nilai,Houses,750000,4,4,2290,Nilai,"Jan 28, 13:49",https://www.mudah.my/Endlot+Extra+Land+D+Mayang+Sari+Bandar+Baru+Nilai-88391735.htm,327.51091703056767
"(BASIC UNIT, CANTIK & TERJAGA) Teres 1 Tingkat, Taman Bukit Sendayan",Houses,195000,3,2,1300,Seremban,"Jan 28, 13:45",https://www.mudah.my/+BASIC+UNIT+CANTIK+TERJAGA+Teres+1+Tingkat+Taman+Bukit+Sendayan-88391328.htm,150.0
Lavender height Double Storey Senawang Seremban nusa Intan,Houses,459000,4,3,1300,Senawang,"Jan 28, 13:30",https://www.mudah.my/Lavender+height+Double+Storey+Senawang+Seremban+nusa+Intan-88391312.htm,353.0769230769231
2 Sty Terrace House Laman Impian Delfina Nilai Impian N9,Houses,580000,4,3,1752,Nilai,"Jan 28, 13:30",https://www.mudah.my/2+Sty+Terrace+House+Laman+Impian+Delfina+Nilai+Impian+N9-87132697.htm,331.0502283105023
Taman Nada Alam 2 Nilai Pajam Negeri Sembilan 2 Storey Corner House,Houses,820000,4,4,2700,Nilai,"Jan 28, 13:25",https://www.mudah.my/Taman+Nada+Alam+2+Nilai+Pajam+Negeri+Sembilan+2+Storey+Corner+House-87152034.htm,303.7037037037037
Taman Bukit Sendayan Negeri Sembilan,Houses,195000,3,2,1300,Seremban,"Jan 28, 13:25",https://www.mudah.my/Taman+Bukit+Sendayan+Negeri+Sembilan-87974680.htm,150.0
New SuperLink House 22X70 RM4xxK Free All Legal Fees 0%Downpayment,Houses,428000,4,4,2256,Labu,"Jan 28, 13:23",https://www.mudah.my/New+SuperLink+House+22X70+RM4xxK+Free+All+Legal+Fees+0+Downpayment-88391167.htm,189.7163120567376
[Big Extra Land] Single Storey Semi-D Sri Penaga Sikamat,Houses,560000,4,2,7134,Seremban,"Jan 28, 13:22",https://www.mudah.my/+Big+Extra+Land+Single+Storey+Semi+D+Sri+Penaga+Sikamat-86721890.htm,78.4973366975049
"Taman Gading Indah,Type Acacia,Mantin",Houses,435000,4,3,1680,Mantin,"Jan 28, 13:03",https://www.mudah.my/Taman+Gading+Indah+Type+Acacia+Mantin-88390629.htm,258.92857142857144
"Double Storey Terrace Medina 3, Nilai Impian NEGOTIABLE!!",Houses,470000,4,3,1440,Nilai,"Jan 28, 13:01",https://www.mudah.my/Double+Storey+Terrace+Medina+3+Nilai+Impian+NEGOTIABLE+-87105721.htm,326.3888888888889
(100x95) MANTIN PELANGI HEIGHTS TAMAN KAYANGAN 2 STOREY BUNGALOW,Houses,1290000,5,5,9505,Mantin,"Jan 28, 12:53",https://www.mudah.my/+100x95+MANTIN+PELANGI+HEIGHTS+TAMAN+KAYANGAN+2+STOREY+BUNGALOW-87109835.htm,135.718043135192
DOUBLE STOREY CORNER WARISAN PUTERI Precint 4 SIKAMAT,Houses,498000,4,3,3595,Seremban,"Jan 28, 12:53",https://www.mudah.my/DOUBLE+STOREY+CORNER+WARISAN+PUTERI+Precint+4+SIKAMAT-87109837.htm,138.52573018080668
35x80 Sikamat BANDAR WARISAN PUTERI 2 STOREY NEW SEMI D PRINCIT 9,Houses,620000,4,3,2800,Seremban,"Jan 28, 12:53",https://www.mudah.my/35x80+Sikamat+BANDAR+WARISAN+PUTERI+2+STOREY+NEW+SEMI+D+PRINCIT+9-87109836.htm,221.42857142857142
SEREMBAN TOWN TAMAN TEMPLER DOUBLE STOREY near LEKAS HIGHWAY,Houses,430000,5,3,1760,Seremban,"Jan 28, 12:53",https://www.mudah.my/SEREMBAN+TOWN+TAMAN+TEMPLER+DOUBLE+STOREY+near+LEKAS+HIGHWAY-87109834.htm,244.3181818181818
"Intermediate Single Storey Taman Mantau Indah 2, Negeri Sembilan",Houses,285000,3,2,1200,Seremban,"Jan 28, 12:50",https://www.mudah.my/Intermediate+Single+Storey+Taman+Mantau+Indah+2+Negeri+Sembilan-84912979.htm,237.5
Freehold/ taman perdana college heights pajam,Houses,560000,6,5,2860,Nilai,"Jan 28, 12:48",https://www.mudah.my/Freehold+taman+perdana+college+heights+pajam-88390295.htm,195.8041958041958
Offer Clear Stock New 2Sty House 22X70 RM4xxK Free Swimming Pool,Houses,430000,4,4,2265,Nilai,"Jan 28, 12:45",https://www.mudah.my/Offer+Clear+Stock+New+2Sty+House+22X70+RM4xxK+Free+Swimming+Pool-88389914.htm,189.84547461368655
Teres Setingkat Taman Bukit Sendayan,Houses,195000,3,2,1300,Seremban,"Jan 28, 12:45",https://www.mudah.my/Teres+Setingkat+Taman+Bukit+Sendayan-88389946.htm,150.0
[Murah] Single Storey Bungalow Mahkota Hills Fasa 5A Sek 8/5,Houses,369000,3,2,4000,Lenggeng,"Jan 28, 12:40",https://www.mudah.my/+Murah+Single+Storey+Bungalow+Mahkota+Hills+Fasa+5A+Sek+8+5-88344700.htm,92.25
(MURAH)(GUARDED & FREEHOLD) 2 Sty Bandar Ainsdale Type Mekar,Houses,420000,4,4,1947,Seremban,"Jan 28, 12:37",https://www.mudah.my/+MURAH+GUARDED+FREEHOLD+2+Sty+Bandar+Ainsdale+Type+Mekar-87136337.htm,215.71648690292758
"[ MURAH, SEMI-D BARU ] Seremban Semi-D 1 Tingkat FASA BARU",Houses,450000,4,2,3200,Seremban,"Jan 28, 12:35",https://www.mudah.my/+MURAH+SEMI+D+BARU+Seremban+Semi+D+1+Tingkat+FASA+BARU-88389729.htm,140.625
"[NEAR NILAI 3, FREEHOLD, NICE UNIT!!] 2sty Terrace Nilai Impian N9",Houses,530000,4,3,1440,Nilai,"Jan 28, 12:30",https://www.mudah.my/+NEAR+NILAI+3+FREEHOLD+NICE+UNIT+2sty+Terrace+Nilai+Impian+N9-88389904.htm,368.05555555555554
"DOBLE STOREY TERRACE | Laman Orkid, Nilai Impian, Nilai",Houses,460000,4,3,1600,Nilai,"Jan 28, 12:30",https://www.mudah.my/DOBLE+STOREY+TERRACE+Laman+Orkid+Nilai+Impian+Nilai-88389670.htm,287.5
(BEAUTY & SPACIOUS) Double Storey Bandar Enstek Nilai,Houses,700000,4,4,2080,Nilai,"Jan 28, 12:10",https://www.mudah.my/+BEAUTY+SPACIOUS+Double+Storey+Bandar+Enstek+Nilai-88389251.htm,336.53846153846155
"(FREEHOLD)(RUMAH CANTIK) 2 Sty Laman Mawar, Kota Seriemas, Nilai",Houses,490000,4,4,1727,Nilai,"Jan 28, 12:06",https://www.mudah.my/+FREEHOLD+RUMAH+CANTIK+2+Sty+Laman+Mawar+Kota+Seriemas+Nilai-88389440.htm,283.7290098436595
(Well Kept) Double Storey Desa Melati Nilai,Houses,530000,4,3,1650,Nilai,"Jan 28, 11:49",https://www.mudah.my/+Well+Kept+Double+Storey+Desa+Melati+Nilai-88389048.htm,321.2121212121212
"Double Storey Terrace ( Corner Lot ) Perdana College Heights, Pajam,",Houses,560000,4,4,3326,Nilai,"Jan 28, 11:45",https://www.mudah.my/Double+Storey+Terrace+Corner+Lot+Perdana+College+Heights+Pajam+-86940628.htm,168.37041491280817
"2 1/2 Storey Bungalow house (Fully Furnished )Tmn Bukit Kaya, Seremban",Houses,2300000,8,5,8476,Seremban,"Jan 28, 11:45",https://www.mudah.my/2+1+2+Storey+Bungalow+house+Fully+Furnished+Tmn+Bukit+Kaya+Seremban-83632441.htm,271.3544124587069
"TAMAN BUKIT SAUJANA 4th Miles Jln Pantai, Port Disckson",Houses,1000000,4,3,6750,Port Dickson,"Jan 28, 11:45",https://www.mudah.my/TAMAN+BUKIT+SAUJANA+4th+Miles+Jln+Pantai+Port+Disckson-86940866.htm,148.14814814814815
"2 Story Bungalow House Jalan Dato Klana Makmur - Lake Garden, Seremb",Houses,2500000,8,6,12152,Seremban,"Jan 28, 11:45",https://www.mudah.my/2+Story+Bungalow+House+Jalan+Dato+Klana+Makmur+Lake+Garden+Seremb-77811225.htm,205.72745227123107
"2 storey terrace suriaman 3, bandar sri sendayan",Houses,620000,4,4,1760,Seremban,"Jan 28, 11:45",https://www.mudah.my/2+storey+terrace+suriaman+3+bandar+sri+sendayan-83680526.htm,352.27272727272725
"2 storey terrace suriaman 3, bandar sri sendayan(under market value)",Houses,550000,4,4,1760,Seremban,"Jan 28, 11:45",https://www.mudah.my/2+storey+terrace+suriaman+3+bandar+sri+sendayan+under+market+value+-83680386.htm,312.5
2 Story Bungalow HouseLavender Heights,Houses,850000,5,3,7000,Senawang,"Jan 28, 11:45",https://www.mudah.my/2+Story+Bungalow+HouseLavender+Heights-86960107.htm,121.42857142857143
[Facing Open] Semi D Single Storey Taman Panchor Jaya Ampangan Seremba,Houses,330000,4,2,2275,Seremban,"Jan 28, 11:40",https://www.mudah.my/+Facing+Open+Semi+D+Single+Storey+Taman+Panchor+Jaya+Ampangan+Seremba-87991046.htm,145.05494505494505
"CORNER LOT, 2 STOREY, Laman Delfina Nilai Impian [Facing Open]",Houses,820000,4,4,2732,Nilai,"Jan 28, 11:30",https://www.mudah.my/CORNER+LOT+2+STOREY+Laman+Delfina+Nilai+Impian+Facing+Open+-88388284.htm,300.1464128843338
"Teres 1 Tingkat Fasa 4, Taman Tuanku Jaafar, Sg Gadut N. Sembilan",Houses,248000,3,2,1650,Senawang,"Jan 28, 11:25",https://www.mudah.my/Teres+1+Tingkat+Fasa+4+Taman+Tuanku+Jaafar+Sg+Gadut+N+Sembilan-88388458.htm,150.3030303030303
CORNER ENSTEK NILAI 2 Storey 100 East,Houses,750000,4,5,4045,Nilai,"Jan 28, 11:20",https://www.mudah.my/CORNER+ENSTEK+NILAI+2+Storey+100+East-88037653.htm,185.4140914709518
Corner Teres Setingkat Taman Nyior Hijau Seremban Negeri Sembilan,Houses,320000,3,2,2777,Seremban,"Jan 28, 11:05",https://www.mudah.my/Corner+Teres+Setingkat+Taman+Nyior+Hijau+Seremban+Negeri+Sembilan-88290859.htm,115.23226503420958
Rumah cantik corner lot Taman Jasper Jaya (bumi lot) {renovated},Houses,260000,3,2,1400,Seremban,"Jan 28, 11:03",https://www.mudah.my/Rumah+cantik+corner+lot+Taman+Jasper+Jaya+bumi+lot+renovated+-88387950.htm,185.71428571428572
Double Storey Link Bandar Sri Sendayan Castora,Houses,459000,4,4,1760,Seremban,"Jan 28, 11:01",https://www.mudah.my/Double+Storey+Link+Bandar+Sri+Sendayan+Castora-87089470.htm,260.79545454545456
"2sty Terrace House Suriaman 3 Bdr Sri Sendayan, Seremban, FREEHOLD!!",Houses,535000,4,4,2766,Seremban,"Jan 28, 10:50",https://www.mudah.my/2sty+Terrace+House+Suriaman+3+Bdr+Sri+Sendayan+Seremban+FREEHOLD+-88387585.htm,193.42010122921187
"Warisan Puteri Teres 2 tingkat Renovated Sikamat, Seremban",Houses,325000,4,3,1800,Seremban,"Jan 28, 10:47",https://www.mudah.my/Warisan+Puteri+Teres+2+tingkat+Renovated+Sikamat+Seremban-83653795.htm,180.55555555555554
Double Storey untuk dijual di Tiara Sendayan,Houses,440000,4,3,1647,Labu,"Jan 28, 10:35",https://www.mudah.my/Double+Storey+untuk+dijual+di+Tiara+Sendayan-88387225.htm,267.1523982999393
Double Storey Intermediate Terrace Taman Desa Anggerik Nilai,Houses,380000,4,3,1650,Nilai,"Jan 28, 10:33",https://www.mudah.my/Double+Storey+Intermediate+Terrace+Taman+Desa+Anggerik+Nilai-85904882.htm,230.3030303030303
Corner LOT Semi D Aria Park Pajam N9 (Facing Bukit),Houses,850000,5,4,2326,Nilai,"Jan 28, 10:28",https://www.mudah.my/Corner+LOT+Semi+D+Aria+Park+Pajam+N9+Facing+Bukit+-88387032.htm,365.4342218400688
Freehold taman pulai impian teres 2 tingkat,Houses,395000,4,3,1540,Seremban,"Jan 28, 10:22",https://www.mudah.my/Freehold+taman+pulai+impian+teres+2+tingkat-88386936.htm,256.4935064935065
Biggest Land Single Storey Corner Lot Taman Teratai Nila Fully Furnish,Houses,527000,4,2,4036,Nilai,"Jan 28, 10:20",https://www.mudah.my/Biggest+Land+Single+Storey+Corner+Lot+Taman+Teratai+Nila+Fully+Furnish-88283423.htm,130.57482656095144
"Big Yard Bungalow , Taman Sungai Ujong , Rasah",Houses,550000,4,2,6700,Seremban,"Jan 28, 10:09",https://www.mudah.my/Big+Yard+Bungalow+Taman+Sungai+Ujong+Rasah-88386646.htm,82.08955223880596
FURNISHED 3 Storey Jati Heights Nilai Negeri Sembilan,Houses,450000,4,3,1900,Nilai,"Jan 28, 10:06",https://www.mudah.my/FURNISHED+3+Storey+Jati+Heights+Nilai+Negeri+Sembilan-88386539.htm,236.8421052631579
Taman semarak 2 nilai freehold murah,Houses,260000,3,2,1320,Nilai,"Jan 28, 10:05",https://www.mudah.my/Taman+semarak+2+nilai+freehold+murah-88386518.htm,196.96969696969697
"Banglo Setingkat Kg Felda LBJ, Labu Seremban",Houses,390000,3,2,1050,Labu,"Jan 28, 10:04",https://www.mudah.my/Banglo+Setingkat+Kg+Felda+LBJ+Labu+Seremban-87151182.htm,371.42857142857144
BELOW MV|LOW DENSITY| 2 Storey Terrace ADIRA TYPE Ara Sendayan,Houses,580000,4,3,2363,Seremban,"Jan 28, 10:01",https://www.mudah.my/BELOW+MV+LOW+DENSITY+2+Storey+Terrace+ADIRA+TYPE+Ara+Sendayan-88386426.htm,245.4506982649175
(MURAH!! ) FREEHOLD Teres 2 Tingkat CORNER LOT~ Nilai,Houses,470000,3,3,3142,Nilai,"Jan 28, 09:50",https://www.mudah.my/+MURAH+FREEHOLD+Teres+2+Tingkat+CORNER+LOT+Nilai-84859382.htm,149.58625079567156
[22x75][Below MV][Cheapest][Nilai][Desa Seringin For Sale],Houses,470000,4,3,2235,Nilai,"Jan 28, 09:50",https://www.mudah.my/+22x75+Below+MV+Cheapest+Nilai+Desa+Seringin+For+Sale+-88357585.htm,210.29082774049218
Semi-D 40x90 | Double Storey | Laman Bakawali | Kota Seriemas | Nilai,Houses,650000,4,3,1800,Nilai,"Jan 28, 09:50",https://www.mudah.my/Semi+D+40x90+Double+Storey+Laman+Bakawali+Kota+Seriemas+Nilai-88385972.htm,361.1111111111111
RENOVATED Double Storey Laman Orkid Nilai Impian Nilai,Houses,490000,4,3,1950,Nilai,"Jan 28, 09:48",https://www.mudah.my/RENOVATED+Double+Storey+Laman+Orkid+Nilai+Impian+Nilai-88386148.htm,251.28205128205127
MURAH TENANTED FREEHOLD Rumah Teres Satu Tingkat Bandar Ekar Rantau,Houses,230000,3,2,13000,Rantau,"Jan 28, 09:45",https://www.mudah.my/MURAH+TENANTED+FREEHOLD+Rumah+Teres+Satu+Tingkat+Bandar+Ekar+Rantau-88385920.htm,17.692307692307693
"2 Storey Terrace House (End Lot) at SUCI Ainsdale, Seremban",Houses,365000,3,3,1207,Seremban,"Jan 28, 09:28",https://www.mudah.my/2+Storey+Terrace+House+End+Lot+at+SUCI+Ainsdale+Seremban-88385826.htm,302.4026512013256
Semi d tmn pinang gading sikamat seremban nego!!,Houses,370000,3,2,980,Seremban,"Jan 28, 09:26",https://www.mudah.my/Semi+d+tmn+pinang+gading+sikamat+seremban+nego+-88385800.htm,377.55102040816325
[BOOKING RM1000] Single Storey Taman Sri Telawi Ampangan Senawang,Houses,250000,3,2,1400,Senawang,"Jan 28, 09:20",https://www.mudah.my/+BOOKING+RM1000+Single+Storey+Taman+Sri+Telawi+Ampangan+Senawang-88332348.htm,178.57142857142858
"Renovated 2-Storey Park Avenue , Seremban 2",Houses,598000,4,3,1760,Seremban,"Jan 28, 09:15",https://www.mudah.my/Renovated+2+Storey+Park+Avenue+Seremban+2-88385325.htm,339.77272727272725
"Brand NEW 2 Storey Terrace DELFINA, Nilai Impian (Phase 4,Facing Playg",Houses,580000,4,3,1752,Nilai,"Jan 28, 09:12",https://www.mudah.my/Brand+NEW+2+Storey+Terrace+DELFINA+Nilai+Impian+Phase+4+Facing+Playg-87148854.htm,331.0502283105023
300 k Nego Double Story Taman Garden Avanue Seremban 2,Houses,300000,4,3,1080,Seremban,"Jan 28, 09:10",https://www.mudah.my/300+k+Nego+Double+Story+Taman+Garden+Avanue+Seremban+2-87991657.htm,277.77777777777777
"Double Storey Terrace , Taman Ho Jalan Rasah",Houses,330000,4,2,1460,Seremban,"Jan 28, 09:06",https://www.mudah.my/Double+Storey+Terrace+Taman+Ho+Jalan+Rasah-88385470.htm,226.02739726027397
"[Non Bumi] 2 Storey Arowana Indah, Seremban 2",Houses,355000,4,3,1400,Seremban,"Jan 28, 09:06",https://www.mudah.my/+Non+Bumi+2+Storey+Arowana+Indah+Seremban+2-86708285.htm,253.57142857142858
"2 Stry Bungalow Corner Lot, Jentayu , Enstek, Kota Seriemas, Sepang,",Houses,1200000,5,4,8500,Labu,"Jan 28, 09:06",https://www.mudah.my/2+Stry+Bungalow+Corner+Lot+Jentayu+Enstek+Kota+Seriemas+Sepang+-88385451.htm,141.1764705882353
"Taman Murni, Batang Benar, Nilai for Sell",Houses,420000,3,2,1400,Nilai,"Jan 27, 23:29",https://www.mudah.my/Taman+Murni+Batang+Benar+Nilai+for+Sell-86251768.htm,300.0
Taman seremban jaya untuk dijual,Houses,385000,3,2,1540,Senawang,"Jan 27, 23:10",https://www.mudah.my/Taman+seremban+jaya+untuk+dijual-88382485.htm,250.0
"Freehold Fully Reno Corner Lot 2.5 Storey Tmn Bukit Kepayang, Seremban",Houses,1100000,6,5,5450,Seremban,"Jan 27, 23:01",https://www.mudah.my/Freehold+Fully+Reno+Corner+Lot+2+5+Storey+Tmn+Bukit+Kepayang+Seremban-88285696.htm,201.8348623853211
[Open Facing] - 2 Storey Terrace Intermediate Taman Oakland (Fasa5),Houses,360000,4,3,1466,Seremban,"Jan 27, 23:01",https://www.mudah.my/+Open+Facing+2+Storey+Terrace+Intermediate+Taman+Oakland+Fasa5+-88382402.htm,245.56616643929058
Murah non bumi freehold below mv 5 bedrooms terrace 2 seremban 3,Houses,330000,5,3,1400,Seremban,"Jan 27, 22:15",https://www.mudah.my/Murah+non+bumi+freehold+below+mv+5+bedrooms+terrace+2+seremban+3-88053224.htm,235.71428571428572
CORNER LOT LUAS Nusari Bayu 1 Sendayan,Houses,330000,3,2,3167,Seremban,"Jan 27, 21:50",https://www.mudah.my/CORNER+LOT+LUAS+Nusari+Bayu+1+Sendayan-88290723.htm,104.19955794126933
